phenocode	name	num_cases	num_controls	gc_lambda	num_gw_significant
M13_CALCIFICTEND	Calcific tendinitis of shoulder	640	137165	1.0359	0
M13_CARTILAGE	Other articular cartilage disorders	335	121222	0.97549	0
M13_CERVICALGIA	Cervicalgia	2548	134889	1.0331	0
M13_CERVICDISC	Cervical disc disorders	5709	134889	1.0645	0
M13_CERVICOBRACHSDR	Cervicobrachial syndrome	2773	134889	1.0321	0
M13_CERVICOCRANSDR	Cervicocranial syndrome	1121	134889	1.0504	0
M13_CHONDROMALACIA	Chondromalacia	366	174217	0.99348	0
M13_CHRONDROPATHIES	Chrondropathies	2029	174217	1.0216	0
M13_CHRONSYNOVITISHANDWRIST	Chronic crepitant synovitis/bursitis of hand and wrist/periarhritis of wrist	162	137165	0.83079	0
M13_CONNECTNAS	Other specified/unspecified systemic involvement of connective tissue	621	172722	1.0407	2
M13_CONTRACTUREJOINT	Contracture of joint	148	121222	0.80688	0
M13_CRYSTALARTH	Other crystal arthropathies	115	121222	0.76242	0
M13_DEFORMACQ	Other acquired deformities of musculoskeletal system and connective tissue	534	175416	1.0273	0
M13_DEFORMDORSO	Deforming dorsopathies	3462	134889	1.0407	0
M13_DEFORMDORSONAS	Other specified/unsepecified deforming dorsopathies	252	134889	0.92205	0
M13_DEQUERVAIN	Radial styloid tenosynovitis [de Quervain]	605	137165	1.0436	0
M13_DERMATOPOLY	Dermatopolymyositis	150	172722	0.81493	3
M13_DISCITIS	Discitis, unspecified	121	134889	0.74747	1
M13_DISSYNOTENDNAS	Other specified/unspecified disorders of synovium and tendon +Other specified/unspecified bursopathies	567	137165	1.0335	0
M13_DORSALGIA	Dorsalgia	22181	134889	1.0981	2
M13_DORSALGIANAS	Other/unspecified dorsalgia	5617	134889	1.0378	2
M13_DORSOPATHY	Dorsopathies	42010	134889	1.1309	4
M13_DORSOPATHYNAS	Other specified/unspecified dorsopathies	422	134889	1.0014	0
M13_DORSOPATHYOTH	Other dorsopathies, not elsewhere classified	30573	134889	1.1126	2
M13_DUPUTRYEN	Palmar fascial fibromatosis [Dupuytren]	1998	137165	1.046	7
M13_ENTEROARTHR	Enteropathic arthropathies	221	121222	0.89893	3
M13_ENTESOPATHYFOOT	Oher enthesopathy of foot (+metatarsalgia)	996	137165	1.0489	0
M13_ENTESOPATHYLOW	Enthesopathies of lower limb, excluding foot	2721	134889	1.0245	0
M13_ENTESOPATHYLOWNAS	Other/unspecified enthesopathies of lower limb, excluding foot	780	134889	1.0292	0
M13_ENTESOPATHYNAS	Other/unspecified enthesopathies, not elsewhere classified	1179	137165	1.0345	0
M13_ENTESOPATHYOTH	Other enthesopathies	4221	137165	1.0426	1
M13_FATPADHYPERTROPHY	Hypertrophy of (infrapatellar) fat pad	112	137165	0.74481	0
M13_FIBROBLASTIC	Fibroblastic disorders	3176	137165	1.0398	4
M13_FIBROMYALGIA	Fibromyalgia	486	137165	1.0188	0
M13_FLATFOOT	Flat foot [pes planus] (acquired)	946	121222	1.0422	0
M13_FOREIGNBODY	Residual foreign body in soft tissue	533	137165	1.0183	0
M13_FORESTIER	Ankylosing hyperostosis [Forestier]	130	134889	0.77562	0
M13_GANGLION	Ganglion	2999	137165	1.0278	0
M13_GIANTCELL	Giant cell arteritis	317	172722	0.97001	1
M13_GLUTEALTEND	Gluteal tendinitis	253	134889	0.93132	1
M13_GOUT	Gout	2505	121222	1.0446	7
M13_HALLUXRIGIDUS	Hallux rigidus	1898	121222	1.0513	2
M13_HALLUXVALGUS	Hallux valgus (acquired)	6861	121222	1.0591	4
M13_HAMMERTOE	Other hammer toe(s) (acquired)	2395	121222	1.0393	0
M13_HYPERMOBILITY	Hypermobility syndrome	551	172722	1.0345	0
M13_ILIOTIBBAND	Iliotibial band syndrome	108	134889	0.72934	0
M13_IMPINGEMENT	Impingement syndrome of shoulder	4168	137165	1.0479	1
M13_INFBURSA	Infective bursitis	297	137165	0.95097	2
M13_INTERVERTEB	Other intervertebral disc disorders	15565	134889	1.0941	5
M13_JOINTOTH	Other specific joint derangements/joint disorders	12225	121222	1.063	1
M13_JUVEARTH	Other juvenile arthritis	472	121222	1.024	3
M13_JUVERHEU	Juvenile rheuma	246	121222	0.92029	3
M13_JUVOSTEOCHONRHIP	Juvenile osteochondrosis	393	174217	0.99674	0
M13_KNEEDERANGEMENTS	Internar derangement of knee	15632	121222	1.0981	1
M13_KYPHOSIS	Kyphosis	106	134889	0.71704	0
M13_LATERALEPICOND	Lateral epicondylitis	1788	137165	1.0326	0
M13_LIMBPAIN	Pain in limb	9158	137165	1.0475	1
M13_LOOSEJOINT	Loose body in joint	274	121222	0.93044	0
M13_LOWBACKPAIN	Low back pain	9917	134889	1.0605	1
M13_LOWBACKPAINORANDSCIATICA	Lower back pain or/and sciatica	14806	162093	1.0698	3
M13_MEDIALEPICOND	Medial epicondylitis	414	137165	1.0061	1
M13_MENISCUSDERANGEMENTS	Meniscus derangement	10864	121222	1.0767	0
M13_METATARSALGIA	Metatarsalgia	917	137165	1.047	0
M13_MONOARTHRITIS	Monoarthritis, not elsewhere classified	493	121222	1.0164	1
M13_MUSCLE	Disorders of muscles	1135	137165	1.0417	0
M13_MUSCLEDISNAS	Other specified disorders of muscle	362	137165	0.98054	0
M13_MUSCLESTRAIN	Muscle strain	276	137165	0.95368	0
M13_MUSCULOSKELEOTH	Other disorders of the musculoskeletal system and connective tissue	1483	175416	1.0393	0
M13_MUSCULOSKELETAL	Diseases of the musculoskeletal system and connective tissue	90872	86027	1.1541	4
M13_MYALGIA	Myalgia	2229	137165	1.0297	0
M13_MYOSITIS	Myositis	249	137165	0.92381	0
M13_NECROVASC	Other necrotizing vasculopathies	675	172722	1.0331	1
M13_NECROVASCNAS	Other specified/unspecified necrotizing vasculopathies	139	172722	0.79809	0
M13_NEURALGIA	Neuralgia and neuritis, unspecified	504	137165	1.0288	0
M13_OLECRANONBURSITIS	Olecranon bursitis	602	137165	1.0331	1
M13_OSTEOCHONDRO	Osteopathies and chondropathies	7041	169858	1.0326	0
M13_OSTEOCHONDROPATHY	Other osteochondropathies	913	174217	1.0455	0
M13_OSTEOMYELITIS	Osteomyelitis	634	169858	1.0316	0
M13_OSTEONECROSIS	Osteonecrosis	430	169858	1.0098	0
M13_OSTEOPOROSIS	Osteoporosis	2452	169858	1.0297	1
M13_OTHCONN	Other systemic involvement of connective tissue	3142	172722	1.0288	3
M13_OTHERBONE	Otherdisorders of bone	2682	169858	1.0283	0
M13_OTHERJOINT	Other joint disorders	34576	121222	1.1289	5
M13_OVERLAP	Other overlap syndromes	176	172722	0.83079	0
M13_OVERUSENAS	Other/unspecified soft tissue disorders related to use, overuse and pressure	301	137165	0.96272	0
M13_PALINDROMIC	Palindromic rheumatism	101	121222	0.69577	0
M13_PANNICULITIS	Panniculitis affecting regions of neck and back	506	134889	1.0278	0
M13_PANNICULITISNAS	Panniculitis, unspecified	111	137165	0.74291	0
M13_PATELLADISLOCATIO	Recurrent dislocation of patella	652	121222	1.0369	0
M13_PATELLAOTH	Other disorders of patella	2843	121222	1.0426	0
M13_PATELLARTEND	Patellar tendinitis	166	134889	0.83406	0
M13_PATHODISLOCATIO	Pathological/recurrent dislocation and subluxation of joint, not elsewhere classified	1143	121222	1.046	0
M13_PERONEALTEND	Peroneal tendinitis	113	134889	0.74177	0
M13_PLANTARFASC	Plantar fascial fibromatosis	1169	137165	1.0359	0
M13_POLYARTERETAL	Polyarteritis nodosa and related conditions	123	172722	0.74937	0
M13_POLYARTHRITIS	Polyarthritis, unspecified	406	121222	0.99395	1
M13_POLYARTHROPATHIES	Polyarthropathies	11243	121222	1.0479	9
M13_POLYMYALGIA	Polymyalgia rheumatica	1099	172722	1.0431	1
M13_POSTOPMUSCULOSKE	Postprocedural musculoskeletal disorders, not elsewhere classified	577	175416	1.0383	0
M13_PREPATELLARBURSITIS	Prepatellar bursitis	483	137165	1.0174	0
M13_PSORIARTH	Psoriatic arthropathies	1111	121222	1.045	2
M13_PSORIARTH_ICD10	Psoriatic arthropathies, ICD10	1040	175859	1.0504	1
M13_PYOGARTH	Pyogenic arthritis	807	121222	1.0354	1
M13_RADICULOPATHY	Radiculopathy	2310	134889	1.0374	0
M13_REACTARTH	Reactive arthropathies	1174	121222	1.0422	3
M13_RECUDISLOCATIO	Recurrent dislocation and subluxation of joint	970	121222	1.0393	0
M13_RHEUMA	Rheumatoid arthritis	4701	121222	1.0431	3
M13_RHEUMATISM	Rheumatism, unspecified	2041	137165	1.0269	1
M13_ROTATORCUFF	Rotator cuff syndrome	9884	137165	1.0767	0
M13_SACROCOGG	Sacrococcygeal disorders, not elsewhere classified	372	134889	0.98746	0
M13_SACROILIITIS	Sacroiliitis, not elsewhere classified	437	134889	1.007	2
M13_SCIATICA	Siatica+with lumbago	6827	134889	1.0436	1
M13_SCOLIOSIS	Scoliosis	870	134889	1.0441	0
M13_SHORTACHILLES	Short Achilles tendon (acquired)	239	137165	0.85642	0
M13_SHOULDER	Shoulder lesions	14396	137165	1.0966	1
M13_SHOULDERBURSITIS	Bursitis of shoulder	243	137165	0.91153	0
M13_SHOULDERNAS	Other shoulder lesions	854	137165	1.0499	0
M13_SJOGREN	Sicca syndrome [Sjogren]	977	172722	1.0552	4
M13_SLE	Systemic lupus erythematosus	417	172722	1.0127	3
M13_SOFTOVERUSE	Soft tissue disorders related to use, overuse and pressure	3067	137165	1.0288	1
M13_SOFTTISSUE	Soft tissue disorders	39734	137165	1.1086	1
M13_SOFTTISSUENAS	Other specified/unspecified soft tissue disorders	652	137165	1.0369	0
M13_SOFTTISSUEOTH	Other soft tissue disorders, not elsewhere classified	14140	137165	1.0591	1
M13_SPINALOSTEOCHON	Spinal osteochondrosis	138	134889	0.79214	0
M13_SPINENTHES	Spinal enthesopathy	445	134889	1.0117	1
M13_SPININSTAB	Spinal instabilities	356	134889	0.98746	0
M13_SPINSTENOSIS	Spinal stenosis	6886	134889	1.0733	5
M13_SPONDYLINFLAMNAS	Other specified/unspecified inflammatory spondylopathies	487	134889	1.0197	2
M13_SPONDYLOLISTHESIS	Spondylolisthesis/Spondylolysis	1944	134889	1.0523	0
M13_SPONDYLOPATHY	Spondylopathies	14006	134889	1.0911	2
M13_SPONDYLOPATHYNAS	Other specified/unspecified spondylopathies	287	134889	0.95187	0
M13_SPONDYLOSIS	Spondylosis	7084	134889	1.0601	0
M13_SPONTRUPTSYNOTEND	Spontaneous rupture of synovium and tendon	871	137165	1.0475	0
M13_SYNOHYPERTROPH	Synovial hypertrophy, not elsewhere classified	117	137165	0.74823	0
M13_SYNOTEND	Disorders of synovium and tendon	8095	137165	1.0499	0
M13_SYNOTENDINOTH	Disorders of synovium and tendon in diseases classified elsewhere	195	137165	0.87665	0
M13_SYSTCONNECT	Systemic connective tissue disorders	4177	172722	1.0264	4
M13_SYSTSLCE	Systemic sclerosis	227	172722	0.90283	2
M13_TEMPARTERIT	Temporal arteritis	293	172722	0.95413	1
M13_TENDOSYNOVITISNAS	Other/unspecified synovitis and tenosynovitis	1541	137165	1.0311	0
M13_THORACISPINEPAIN	Pain in thoracic spine	1722	134889	1.0302	0
M13_TIBIALCOLLATERAL	Tibial collateral bursitis [Pellegrini-Stieda]	112	134889	0.74253	0
M13_TIETZE	Chondrocostal junction syndrome [Tietze]	291	174217	0.95097	0
M13_TOEDEFORMOTH	Other deformities of toe(s)	383	121222	0.99627	0
M13_TORTICOLLIS	Torticollis	213	134889	0.89548	0
M13_TRIGGERFINGER	Trigger finger	1485	137165	1.047	0
M13_TROCHANTERICBURSITIS	Trochanteric bursitis	1264	137165	1.0374	0
M13_VARUS	Varus deformity, not elsewhere classified	123	121222	0.74785	1
M13_WEGENER	Wegener granulomatosis	166	172722	0.84188	1
MACULAR_CYST	Macular cyst	125	164973	0.75358	0
MACULAR_HOLE	Macular hole	391	164973	1.0075	0
MACULAR_PUCKER	Macular pucker	922	164973	1.047	0
MACULA_NAS	Degenerative macular diseases	1359	164973	1.0431	0
MEMLOSS	Memory loss	1104	170315	1.0307	1
MENINGITIS	Meningitis	599	50989	1.0335	0
MIGRAINE_TRIPTAN	Migraine, single triptan purchase ok & required. ICD-code if available is included	9773	160846	1.0826	9
MND	Motor neuron disease (with DMD)	159	94096	0.76706	1
MUCOPROCT	Mucosal proctocolitis	1493	170386	1.0528	4
MYCOBLUNGATYPICA	Atypical mycobacterium lung infection	100	156354	0.70233	2
MYELOPROF	Myeloproliferative diseases	640	176259	1.0407	6
MYELOPROF_NONCML	Myeloproliferative diseases (CML excluded)	557	176259	1.0345	7
N14_ABNORMALBLEED	Other abnormal uterine and caginal bleeding	5216	57407	1.035	1
N14_ACUTENEPHRITIC	Acute nephritic syndrome	265	173689	0.92867	0
N14_ACUTERENFAIL	Acute renal failure	1527	172745	1.0331	2
N14_AMENORRHEAPRIM	Amenorrhoea	907	57407	1.0402	0
N14_BARTHOABSCESS	Abscess of Bartholin gland	277	91131	0.94873	0
N14_BARTHOCYS	Cyst of Bartholin Gland	438	91131	1.0131	0
N14_BARTHOOTHNAS	Other and unspecified disease of Bartholin gland	421	91131	1.0141	0
N14_BENIGNMAMDYSP	Benign mammary dysplasia	2107	93700	1.0254	0
N14_BREAST	Disorders of breast	6661	93700	1.035	4
N14_BREASTDISOTH	Other disorders of breast	1198	93700	1.0326	0
N14_CALCUKIDUR	Calculus of kidney and ureter	3856	172757	1.0412	2
N14_CALCULOWER	Calculus of lower urinary tract	477	172757	1.0174	0
N14_CHRONEPHROPATH	Chronic nephritic syndrome	600	173689	1.0374	0
N14_CHRONKIDNEYDIS	Chronic kidney disease	2821	172745	1.0422	1
N14_CHRONTUBULOINTNEPHRITIS	Chronic tubulo-interstitial nephritis	512	163763	1.0311	0
N14_COMPLICARTFERT	Complications associated with artificial fertilization	170	95434	0.85142	1
N14_CYSTITIS	Cystitis	6194	158826	1.0207	0
N14_CYSTKID	Cyst of kidney	553	175722	1.025	0
N14_DIALYSIS	Dialysis	465	172745	1.0098	3
N14_DISIMPAIRRENTUB	Disorders resulting from impaired renal tubular function	283	175722	0.94379	0
N14_DYSPLACERVUT	Dysplasia of cervi uteri	3242	57407	1.0283	1
N14_ENDOMETRIOSIS	Endometriosis	6502	57407	1.0431	10
N14_ENDOMETRIOSIS_INTESTINE	Endometriosis of intestine	110	57407	0.75205	0
N14_ENDOMETRIOSIS_NOS	Unspecified/other endometriosis	1056	57407	1.045	0
N14_ENDOMETRIOSIS_OVARY	Endometriosis of ovary	2520	57407	1.0388	6
N14_ENDOMETRIOSIS_PELVICPERITONEUM	Endometriosis of pelvic peritoneum	2286	57407	1.0407	4
N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA	Endometriosis of rectovaginal septum and vagina	1044	57407	1.0364	2
N14_ENDOMETRIOSIS_UTERUS	Endometriosis of uterus	1840	57407	1.0383	1
N14_EROSECTROPUT	Erosion and ectropion of cervix uteri	401	57407	1.0075	0
N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs	9230	91131	1.045	1
N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	42954	57407	1.0831	2
N14_FEMALEINFERT	Female infertility	4927	57407	1.0388	0
N14_FEMGENFISTUL	Fistulae involving female genital tract	156	57407	0.82956	0
N14_FEMGENPAIN	Pain and other conditions associated with female genital organs and menstrual cycle	2495	57407	1.0221	0
N14_FEMGENPROL	Female genital prolapse	7053	57407	1.0513	6
N14_FIANOV	Female infertility, associated with anovulation	765	95434	1.0422	0
N14_FIOTHNAS	Female infertility, cervigal, vaginal, other or unspecified origin	4323	95434	1.0302	0
N14_FITUB	Female infertility, tubal origin	595	95434	1.0388	1
N14_GENITOURINARY	Genitourinary diseases	80594	96305	1.0747	1
N14_GENITOUROTH	Other disorders of the genitourinary system	1305	175594	1.0273	0
N14_GLOMEINOTH	Glomerular disorders in diseases classified elsewhere	1329	173689	1.0484	1
N14_GLOMERULAR	Glomerular diseases	3210	173689	1.0321	1
N14_HABITABORT	Habitual aborter	180	57407	0.85475	0
N14_HYDROCELE	Hydrocele	2045	59455	1.0283	3
N14_HYDRONEPHR	Hydronephrosis	1043	163763	1.035	2
N14_HYPERTROPHYBREAST	Hypertrophy of breast	1774	93700	1.046	2
N14_IMPOTENCE	Impotence	439	59455	1.0094	3
N14_INFCERVIX	Inflammatory disease of cervix uteri	884	91131	1.0393	0
N14_INFLAMALEGEN	Inflammatory disorders of male genital organs, not elsewhere classified	131	59455	0.78463	0
N14_INFLAMMBREAST	Inflammatory disorders of breast	563	93700	1.0278	2
N14_INFLUTH	Inflammatory disease of uterus	1690	91131	1.0259	0
N14_ISOLPROTEINURIA	Isolated proteinuria with specified morphological lesion	297	173689	0.95007	0
N14_KIDUROTH	Other disorders of kidney and ureter	1177	175722	1.0264	0
N14_LUMPNASBREAST	Unspecified lump in breast	1992	93700	1.0307	2
N14_MALEGEN	Diseases of male genital organs	17083	59455	1.0302	1
N14_MALEINFERT	Male infertility	477	59455	1.016	1
N14_MENOPAUSOT	Other menopausal disorders	911	57407	1.047	0
N14_MESNRUIRREG	Excessive, freguent and irrelgular menstruation	14030	57407	1.0557	3
N14_NEPHRITICNAS	Unspesified nephritic syndrome	892	173689	1.0316	1
N14_NEPHROTICSYND	Nephrotic syndrome	369	173689	0.9972	3
N14_NEUROMUSCDYSBLADD	Neuromuscular dysfuntion of bladder	932	158826	1.0407	0
N14_OBSTRUREFLUROPATH	Other obstructive and reflux uropathy	1253	163763	1.0245	0
N14_OLIGOMEN	Oligomenorrhoea	464	57407	1.0136	0
N14_ORHCEPINDIDYMITIS	Orchitis and epididymitis	978	59455	1.0412	0
N14_OTHBLADD	Other disorders of  bladder	1142	158826	1.035	0
N14_OTHDISMALEGEN	Other disorders of male genital organs	361	59455	0.98561	0
N14_OTHETNASKIDUR	Other specified disorders of kidney and ureter	310	175722	0.95593	0
N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	2311	91131	1.0316	0
N14_OTHINFVAGVULV	Other inflammation of vagina/vulva	416	91131	1.0094	0
N14_OTHNONINFCERVIX	Other noninflammatory disorders of cervix uteri	654	57407	1.0345	0
N14_OTHNONINFOVA	Other and unspesified noninflammatory disorders of ovary, fallopian tube and broad ligament	307	57407	0.97001	1
N14_OTHNONINFUTER	Other noninflammatory disorders of uterus, except cervix	4360	57407	1.0369	2
N14_OTHNONINFVAG	Other noninflammatory disorders of vagina	983	57407	1.0407	0
N14_OTHNONINFVULV	Other noninflammatory disorders of vulva and perineum	946	57407	1.0393	0
N14_OTHPENIS	Other disorders of penis	984	59455	1.0489	0
N14_OVARTORS	Torsion of ovary, ovarian pedicle and fallobian tube	227	57407	0.91065	0
N14_OVARYCYST	Ovarian cyst	8345	57407	1.0316	1
N14_PHIMOSIS	Redundant prepuce, phimosis and paraphimosis	2871	59455	1.0302	1
N14_POLYPFEMGEN	Polyp of the female genital tract	5952	57407	1.0383	1
N14_POSTMENATRVAG	Postmenopausal atrophic vaginitsi	439	57407	1.0131	1
N14_POSTMENBLEED	Postmenopausal bleeding	4650	57407	1.0297	0
N14_PROHERNOV	Prolapse and hernia of ovary and fallopian tube	651	57407	1.0283	0
N14_PROSTAOTH	Other disorders of prostate	349	59455	0.97275	0
N14_PROSTATITIS	Inflammatory diseases of prostate (prostatitis)	1447	59455	1.0316	0
N14_PROSTHYPERPLA	Hyperplasia of prostate	9805	59455	1.046	7
N14_PYELONEPHR	Acute tubulo-interstitial nephritis	8457	163763	1.0019	1
N14_RECURANDPERHEAMATUR	Recurrent and persistent haematuria	225	173689	0.90153	0
N14_RENALTUB	Renal tubulo-intestitial diseases	13136	163763	1.0019	1
N14_RENALTUBULOOTH	Other renal tubulo-interstitial diseases	281	163763	0.95232	0
N14_RENFAIL	Renal failure	4154	172745	1.0316	1
N14_RENFAILNAS	Unspesified kidney failure	711	172745	1.0369	2
N14_SALPHOOPH	Salphingitis and oophoritis	2607	91131	1.0278	0
N14_SPERMATOCELE	Spermatocele	837	59455	1.0494	1
N14_TORSIOTEST	Torsion of testis	247	59455	0.91022	0
N14_TUBULOINTNEPHRNAS	Tubulo-interstitial nephritis, not spesified as acute or chronic	845	163763	1.035	1
N14_ULCERVAGVUL	Ulcer of vagina/vulva	157	91131	0.81574	0
N14_URETHRALSTRICT	Urethral stricture	569	158826	1.0188	1
N14_URETHRAOTH	Other disorders of urethra and urinary system	12186	158826	1.0436	0
N14_URETHRITISANDURSYNDR	Urehtritis and urethral syndrome	238	158826	0.91196	0
N14_URINOTH	Other diseases of urinary system	18073	158826	1.0494	0
N14_UROLITHIASIS	Urolithiasis	4142	172757	1.0369	5
N14_VAGINITIS	Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	1560	91131	1.0245	0
N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases	473	91131	1.0264	0
NAFLD	Nonalcoholic fatty liver disease	651	176248	1.0393	2
NECROVASC_FG	Other necrotizing vasculopathies (FG)	588	141876	1.0302	1
NEURODEGOTH	Other degenerative diseases of the nervous system	4454	113935	1.0005	4
NIV	Non-invasive ventilation	365	90980	0.99302	0
NONALLERG_ASTHMA	Non-allergic asthma (mode)	2879	113428	1.0412	0
NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode) (more controls excluded)	2879	110120	1.0398	0
O15_ABORT_FAILED	Failed attempted abortion	138	84564	0.78345	2
O15_ABORT_MEDICAL	Medical abortion	8331	84564	1.0571	0
O15_ABORT_SPONTAN	Spontaneous abortion	4468	84564	1.0254	1
O15_ABORT_UNS	Unspecified abortion	621	84564	1.0383	1
O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes	1359	85851	1.0369	0
O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother	648	91139	1.0359	1
O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	869	85851	1.0398	0
O15_BIRTH_BREAT_INFECT	Infections of breast associated with childbirth	298	98398	0.94873	1
O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth	129	98398	0.76706	1
O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	123	84564	0.77562	0
O15_COMPLIC_LAB_DELIV	Complications of labour and delivery	15255	85106	1.0297	0
O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	1963	98398	1.0245	0
O15_CONCEPT_ABNORM	Other abnormal products of conception	4554	84564	1.0245	0
O15_DELIVERY	Delivery	31790	68571	1.0297	0
O15_DELIV_CAESAR	Single delivery by caesarean section	4164	68571	1.035	0
O15_DELIV_FORCEP_VAC	Single delivery by forceps and vacuum extractor	2461	68571	1.0378	0
O15_DELIV_MULTIP	Multiple delivery	633	68571	1.0321	0
O15_DELIV_OTHER_ASSIST	Other assisted single delivery	133	68571	0.7866	0
O15_DELIV_PERIN_LACER	Perineal laceration during delivery	1395	85106	1.0489	0
O15_DELIV_SPONT	Single spontaneous delivery	27762	68571	1.0345	0
O15_EXCESS_VOMIT_PREG	Excessive vomiting in pregnancy	626	91139	1.0311	0
O15_EXIST_HYPERT_COMPLIC	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	872	96440	1.0542	1
O15_FAILED_INDUCT	Failed induction of labour	400	85106	1.0037	0
O15_FALSE_LAB	False labour	5001	85851	1.0422	0
O15_GESTAT_HYPERT	Gestational [pregnancy-induced] hypertension	1856	96440	1.045	0
