CID	BIOCHEMICAL_NAME	SUPER_PATHWAY	HMDB_ID	LINK
C100020515	2-naphthol sulfate	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020515_primary_mac5.epacts.gz
C100020519	(2,4 or 2,5)-dimethylphenol sulfate	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020519_primary_mac5.epacts.gz
C100020536	4-ethylcatechol sulfate	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020536_primary_mac5.epacts.gz
C100020541	11beta-hydroxyandrosterone glucuronide	Lipid	HMDB0010351	http://share.sph.umich.edu/metsim_metabqtl/C100020541_primary_mac5.epacts.gz
C100020546	N2-acetyl,N6-methyllysine	Amino_Acid	~HMDB0000446	http://share.sph.umich.edu/metsim_metabqtl/C100020546_primary_mac5.epacts.gz
C100020549	cholic acid glucuronide	Lipid	HMDB0002577	http://share.sph.umich.edu/metsim_metabqtl/C100020549_primary_mac5.epacts.gz
C100020550	deoxycholic acid glucuronide	Lipid	HMDB0002596	http://share.sph.umich.edu/metsim_metabqtl/C100020550_primary_mac5.epacts.gz
C100020578	4-allylcatechol sulfate	Xenobiotics	HMDB0135258	http://share.sph.umich.edu/metsim_metabqtl/C100020578_primary_mac5.epacts.gz
C100020585	2-hydroxyfluorene sulfate	Xenobiotics	~HMDB0013163	http://share.sph.umich.edu/metsim_metabqtl/C100020585_primary_mac5.epacts.gz
C100020591	3-hydroxypyridine glucuronide	Xenobiotics	~HMDB0060014	http://share.sph.umich.edu/metsim_metabqtl/C100020591_primary_mac5.epacts.gz
C100020631	4-methylhexanoylglutamine	Lipid	~HMDB0029154	http://share.sph.umich.edu/metsim_metabqtl/C100020631_primary_mac5.epacts.gz
C100020743	1-nonadecenoyl-GPC (19:1)*	Lipid	~HMDB0002815	http://share.sph.umich.edu/metsim_metabqtl/C100020743_primary_mac5.epacts.gz
C100020819	glycoursodeoxycholic acid sulfate (1)	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100020819_primary_mac5.epacts.gz
C100020822	dihydrocaffeate sulfate (2)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020822_primary_mac5.epacts.gz
C100020823	lithocholate sulfate (1)	Lipid	~HMDB0000761	http://share.sph.umich.edu/metsim_metabqtl/C100020823_primary_mac5.epacts.gz
C100020825	3-hydroxyhexanoylcarnitine (1)	Lipid	HMDB0013131	http://share.sph.umich.edu/metsim_metabqtl/C100020825_primary_mac5.epacts.gz
C100020826	3-hydroxyhexanoylcarnitine (2)	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100020826_primary_mac5.epacts.gz
C100020827	3-(methylthio)acetaminophen sulfate*	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020827_primary_mac5.epacts.gz
C100020833	2-ketocaprylate	Amino_Acid	HMDB0013211	http://share.sph.umich.edu/metsim_metabqtl/C100020833_primary_mac5.epacts.gz
C100020837	2,6-dihydroxybenzoic acid	Xenobiotics	HMDB0013676	http://share.sph.umich.edu/metsim_metabqtl/C100020837_primary_mac5.epacts.gz
C100020848	tetrahydrocortisol sulfate (1)	Lipid	~HMDB0000949	http://share.sph.umich.edu/metsim_metabqtl/C100020848_primary_mac5.epacts.gz
C100020851	3-ethylcatechol sulfate (1)	Xenobiotics	~HMDB0040177	http://share.sph.umich.edu/metsim_metabqtl/C100020851_primary_mac5.epacts.gz
C100020852	3-ethylcatechol sulfate (2)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020852_primary_mac5.epacts.gz
C100020853	4-acetylcatechol sulfate (1)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020853_primary_mac5.epacts.gz
C100020854	4-acetylcatechol sulfate (2)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020854_primary_mac5.epacts.gz
C100020893	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	Amino_Acid	HMDB0240388	http://share.sph.umich.edu/metsim_metabqtl/C100020893_primary_mac5.epacts.gz
C100020973	5-hydroxy-2-methylpyridine sulfate	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020973_primary_mac5.epacts.gz
C100020975	3-hydroxy-2-methylpyridine sulfate	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020975_primary_mac5.epacts.gz
C100021000	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	Lipid	~HMDB0010169	http://share.sph.umich.edu/metsim_metabqtl/C100021000_primary_mac5.epacts.gz
C100021012	5-hydroxymethyl-2-furoylcarnitine*	Xenobiotics	~HMDB0034355	http://share.sph.umich.edu/metsim_metabqtl/C100021012_primary_mac5.epacts.gz
C100021093	taurochenodeoxycholic acid 3-sulfate	Lipid	HMDB0002486	http://share.sph.umich.edu/metsim_metabqtl/C100021093_primary_mac5.epacts.gz
C100021100	tetradecadienedioate (C14:2-DC)*	Lipid	~HMDB0000872	http://share.sph.umich.edu/metsim_metabqtl/C100021100_primary_mac5.epacts.gz
C100021103	pregnenetriol sulfate*	Lipid	~HMDB0240313	http://share.sph.umich.edu/metsim_metabqtl/C100021103_primary_mac5.epacts.gz
C100021104	pregnenetriol disulfate*	Lipid	~HMDB0240313	http://share.sph.umich.edu/metsim_metabqtl/C100021104_primary_mac5.epacts.gz
C100021123	hydroxy-N6,N6,N6-trimethyllysine*	Amino_Acid	HMDB0001422	http://share.sph.umich.edu/metsim_metabqtl/C100021123_primary_mac5.epacts.gz
C100021131	undecenoylcarnitine (C11:1)	Lipid	~HMDB0013329	http://share.sph.umich.edu/metsim_metabqtl/C100021131_primary_mac5.epacts.gz
C100021136	3-decenoylcarnitine	Lipid	~HMDB0013331	http://share.sph.umich.edu/metsim_metabqtl/C100021136_primary_mac5.epacts.gz
C100021141	3-hydroxydecanoylcarnitine	Lipid	HMDB0061636	http://share.sph.umich.edu/metsim_metabqtl/C100021141_primary_mac5.epacts.gz
C100021162	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	Lipid	~HMDB0011339	http://share.sph.umich.edu/metsim_metabqtl/C100021162_primary_mac5.epacts.gz
C100021198	picolinoylglycine	Lipid	HMDB0059766	http://share.sph.umich.edu/metsim_metabqtl/C100021198_primary_mac5.epacts.gz
C100021324	3,5-dichloro-2,6-dihydroxybenzoic acid	Xenobiotics	~HMDB0001544	http://share.sph.umich.edu/metsim_metabqtl/C100021324_primary_mac5.epacts.gz
C100021329	(S)-a-amino-omega-caprolactam	Xenobiotics	~HMDB0062769	http://share.sph.umich.edu/metsim_metabqtl/C100021329_primary_mac5.epacts.gz
C100021331	metabolonic lactone sulfate	Partially_Characterized	~HMDB0002504	http://share.sph.umich.edu/metsim_metabqtl/C100021331_primary_mac5.epacts.gz
C100021363	vanillic acid glycine	Xenobiotics	~HMDB0000484	http://share.sph.umich.edu/metsim_metabqtl/C100021363_primary_mac5.epacts.gz
C100021372	2-hydroxy-4-(methylthio)butanoic acid	Amino_Acid	HMDB0037115	http://share.sph.umich.edu/metsim_metabqtl/C100021372_primary_mac5.epacts.gz
C100021374	branched chain 14:0 dicarboxylic acid**	Lipid	~HMDB0061828	http://share.sph.umich.edu/metsim_metabqtl/C100021374_primary_mac5.epacts.gz
C100021464	2-methoxyhydroquinone glucuronide (2)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100021464_primary_mac5.epacts.gz
C100021467	pentose acid*	Partially_Characterized	~HMDB0000867	http://share.sph.umich.edu/metsim_metabqtl/C100021467_primary_mac5.epacts.gz
C100021502	(2 or 3)-decenoate (10:1n7 or n8)	Lipid	HMDB0010726	http://share.sph.umich.edu/metsim_metabqtl/C100021502_primary_mac5.epacts.gz
C100021647	isoursodeoxycholate sulfate (1)	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100021647_primary_mac5.epacts.gz
C100021650	chenodeoxycholic acid sulfate (1)	Lipid	HMDB0002586	http://share.sph.umich.edu/metsim_metabqtl/C100021650_primary_mac5.epacts.gz
C100021651	chenodeoxycholic acid sulfate (2)	Lipid	HMDB0002586	http://share.sph.umich.edu/metsim_metabqtl/C100021651_primary_mac5.epacts.gz
C100021666	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	Partially_Characterized	~HMDB0010726	http://share.sph.umich.edu/metsim_metabqtl/C100021666_primary_mac5.epacts.gz
C100021707	3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	Xenobiotics	~HMDB0001544	http://share.sph.umich.edu/metsim_metabqtl/C100021707_primary_mac5.epacts.gz
C100021709	branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	Partially_Characterized	HMDB0010729	http://share.sph.umich.edu/metsim_metabqtl/C100021709_primary_mac5.epacts.gz
C100021711	decadienedioic acid (C10:2-DC)**	Lipid	~HMDB0000792	http://share.sph.umich.edu/metsim_metabqtl/C100021711_primary_mac5.epacts.gz
C100021712	deoxycholic acid (12 or 24)-sulfate*	Lipid	~HMDB0000659	http://share.sph.umich.edu/metsim_metabqtl/C100021712_primary_mac5.epacts.gz
C100021726	GlcNAc sulfate conjugate of C21H34O2 steroid**	Partially_Characterized	~HMDB0001449	http://share.sph.umich.edu/metsim_metabqtl/C100021726_primary_mac5.epacts.gz
C100021784	4-chlorobenzoic acid	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100021784_primary_mac5.epacts.gz
C100021787	N-acetyl-4-chlorophenylalanine	Xenobiotics	~HMDB0000512	http://share.sph.umich.edu/metsim_metabqtl/C100021787_primary_mac5.epacts.gz
C100021839	2-methoxyhydroquinone sulfate (1)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100021839_primary_mac5.epacts.gz
C100021840	2-methoxyhydroquinone sulfate (2)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100021840_primary_mac5.epacts.gz
C1001	trans-4-hydroxyproline	Amino_Acid	HMDB0000725	http://share.sph.umich.edu/metsim_metabqtl/C1001_primary_mac5.epacts.gz
C1002	allantoin	Nucleotide	HMDB0000462	http://share.sph.umich.edu/metsim_metabqtl/C1002_primary_mac5.epacts.gz
C1004	xanthine	Nucleotide	HMDB0000292	http://share.sph.umich.edu/metsim_metabqtl/C1004_primary_mac5.epacts.gz
C1021	5-oxoproline	Amino_Acid	HMDB0000267	http://share.sph.umich.edu/metsim_metabqtl/C1021_primary_mac5.epacts.gz
C1022	picolinate	Amino_Acid	HMDB0002243	http://share.sph.umich.edu/metsim_metabqtl/C1022_primary_mac5.epacts.gz
C1023	sarcosine	Amino_Acid	HMDB0000271	http://share.sph.umich.edu/metsim_metabqtl/C1023_primary_mac5.epacts.gz
C1024	pantothenate	Cofactors_and_Vitamins	HMDB0000210	http://share.sph.umich.edu/metsim_metabqtl/C1024_primary_mac5.epacts.gz
C1025	pipecolate	Amino_Acid	HMDB0000070	http://share.sph.umich.edu/metsim_metabqtl/C1025_primary_mac5.epacts.gz
C1026	phosphoethanolamine	Lipid	HMDB0000224	http://share.sph.umich.edu/metsim_metabqtl/C1026_primary_mac5.epacts.gz
C1052	glycerate	Carbohydrate	HMDB0000139	http://share.sph.umich.edu/metsim_metabqtl/C1052_primary_mac5.epacts.gz
C1053	3-ureidopropionate	Nucleotide	HMDB0000026	http://share.sph.umich.edu/metsim_metabqtl/C1053_primary_mac5.epacts.gz
C1082	N-acetylleucine	Amino_Acid	HMDB0011756	http://share.sph.umich.edu/metsim_metabqtl/C1082_primary_mac5.epacts.gz
C1083	N-acetylmethionine	Amino_Acid	HMDB0011745	http://share.sph.umich.edu/metsim_metabqtl/C1083_primary_mac5.epacts.gz
C1084	N-acetylvaline	Amino_Acid	HMDB0011757	http://share.sph.umich.edu/metsim_metabqtl/C1084_primary_mac5.epacts.gz
C1087	erucate (22:1n9)	Lipid	HMDB0002068	http://share.sph.umich.edu/metsim_metabqtl/C1087_primary_mac5.epacts.gz
C1090	bilirubin (Z,Z)	Cofactors_and_Vitamins	HMDB0000054	http://share.sph.umich.edu/metsim_metabqtl/C1090_primary_mac5.epacts.gz
C1094	thyroxine	Amino_Acid	HMDB0000248	http://share.sph.umich.edu/metsim_metabqtl/C1094_primary_mac5.epacts.gz
C1102	gamma-glutamyltyrosine	Peptide	HMDB0011741	http://share.sph.umich.edu/metsim_metabqtl/C1102_primary_mac5.epacts.gz
C1104	methyl indole-3-acetate	Xenobiotics	HMDB0029738	http://share.sph.umich.edu/metsim_metabqtl/C1104_primary_mac5.epacts.gz
C1105	alpha-tocopherol	Cofactors_and_Vitamins	HMDB0001893	http://share.sph.umich.edu/metsim_metabqtl/C1105_primary_mac5.epacts.gz
C111	3-hydroxyisobutyrate	Amino_Acid	HMDB0000023;HMDB0000336	http://share.sph.umich.edu/metsim_metabqtl/C111_primary_mac5.epacts.gz
C1110	N-acetylalanine	Amino_Acid	HMDB0000766	http://share.sph.umich.edu/metsim_metabqtl/C1110_primary_mac5.epacts.gz
C1111	vanillylmandelate (VMA)	Amino_Acid	HMDB0000291,HMDB0133489	http://share.sph.umich.edu/metsim_metabqtl/C1111_primary_mac5.epacts.gz
C1113	4-acetamidobutanoate	Amino_Acid	HMDB0003681	http://share.sph.umich.edu/metsim_metabqtl/C1113_primary_mac5.epacts.gz
C1114	3-aminoisobutyrate	Nucleotide	HMDB0003911	http://share.sph.umich.edu/metsim_metabqtl/C1114_primary_mac5.epacts.gz
C112	3-hydroxy-3-methylglutarate	Lipid	HMDB0000355	http://share.sph.umich.edu/metsim_metabqtl/C112_primary_mac5.epacts.gz
C1123	chenodeoxycholate	Lipid	HMDB0000518	http://share.sph.umich.edu/metsim_metabqtl/C1123_primary_mac5.epacts.gz
C1124	citrate	Energy	HMDB0000094	http://share.sph.umich.edu/metsim_metabqtl/C1124_primary_mac5.epacts.gz
C1125	5,6-dihydrouracil	Nucleotide	HMDB0000076	http://share.sph.umich.edu/metsim_metabqtl/C1125_primary_mac5.epacts.gz
C1128	2-aminobutyrate	Amino_Acid	HMDB0000452,HMDB0000650	http://share.sph.umich.edu/metsim_metabqtl/C1128_primary_mac5.epacts.gz
C1134	urate	Nucleotide	HMDB0000289	http://share.sph.umich.edu/metsim_metabqtl/C1134_primary_mac5.epacts.gz
C1135	ursodeoxycholate	Lipid	HMDB0000946	http://share.sph.umich.edu/metsim_metabqtl/C1135_primary_mac5.epacts.gz
C1136	valerate (5:0)	Lipid	HMDB0000892	http://share.sph.umich.edu/metsim_metabqtl/C1136_primary_mac5.epacts.gz
C1137	oleoyl ethanolamide	Lipid	HMDB0002088	http://share.sph.umich.edu/metsim_metabqtl/C1137_primary_mac5.epacts.gz
C1140	gamma-glutamylglutamine	Peptide	HMDB0011738	http://share.sph.umich.edu/metsim_metabqtl/C1140_primary_mac5.epacts.gz
C1141	4-hydroxyphenylpyruvate	Amino_Acid	HMDB0000707	http://share.sph.umich.edu/metsim_metabqtl/C1141_primary_mac5.epacts.gz
C1143	butyrate/isobutyrate (4:0)	Lipid	HMDB0000039	http://share.sph.umich.edu/metsim_metabqtl/C1143_primary_mac5.epacts.gz
C1161	tigloylglycine	Amino_Acid	HMDB0000959	http://share.sph.umich.edu/metsim_metabqtl/C1161_primary_mac5.epacts.gz
C1162	N-acetylneuraminate	Carbohydrate	HMDB0000230	http://share.sph.umich.edu/metsim_metabqtl/C1162_primary_mac5.epacts.gz
C117	homovanillate (HVA)	Amino_Acid	HMDB0000118	http://share.sph.umich.edu/metsim_metabqtl/C117_primary_mac5.epacts.gz
C1215	N-acetylglucosaminylasparagine	Carbohydrate	HMDB0000489	http://share.sph.umich.edu/metsim_metabqtl/C1215_primary_mac5.epacts.gz
C1218	acetoacetate	Lipid	HMDB0000060	http://share.sph.umich.edu/metsim_metabqtl/C1218_primary_mac5.epacts.gz
C1221	creatine	Amino_Acid	HMDB0000064	http://share.sph.umich.edu/metsim_metabqtl/C1221_primary_mac5.epacts.gz
C1224	cys-gly, oxidized	Amino_Acid	HMDB0000078	http://share.sph.umich.edu/metsim_metabqtl/C1224_primary_mac5.epacts.gz
C1230	estrone 3-sulfate	Lipid	HMDB0001425	http://share.sph.umich.edu/metsim_metabqtl/C1230_primary_mac5.epacts.gz
C1231	dihomo-linoleate (20:2n6)	Lipid	HMDB0002925	http://share.sph.umich.edu/metsim_metabqtl/C1231_primary_mac5.epacts.gz
C1235	gamma-glutamylhistidine	Peptide	HMDB0029151	http://share.sph.umich.edu/metsim_metabqtl/C1235_primary_mac5.epacts.gz
C1239	2-hydroxystearate	Lipid	HMDB0062549	http://share.sph.umich.edu/metsim_metabqtl/C1239_primary_mac5.epacts.gz
C1242	N1-methyladenosine	Nucleotide	HMDB0003331	http://share.sph.umich.edu/metsim_metabqtl/C1242_primary_mac5.epacts.gz
C1254	glycerol	Lipid	HMDB0000131	http://share.sph.umich.edu/metsim_metabqtl/C1254_primary_mac5.epacts.gz
C1256	choline	Lipid	HMDB0000097	http://share.sph.umich.edu/metsim_metabqtl/C1256_primary_mac5.epacts.gz
C1258	anthranilate	Amino_Acid	HMDB0001123	http://share.sph.umich.edu/metsim_metabqtl/C1258_primary_mac5.epacts.gz
C1268	gamma-glutamylleucine	Peptide	HMDB0011171	http://share.sph.umich.edu/metsim_metabqtl/C1268_primary_mac5.epacts.gz
C132	3-phosphoglycerate	Carbohydrate	HMDB0000807	http://share.sph.umich.edu/metsim_metabqtl/C132_primary_mac5.epacts.gz
C1342	3-methoxytyrosine	Amino_Acid	HMDB0001434	http://share.sph.umich.edu/metsim_metabqtl/C1342_primary_mac5.epacts.gz
C136	cholate	Lipid	HMDB0000619	http://share.sph.umich.edu/metsim_metabqtl/C136_primary_mac5.epacts.gz
C144	4-hydroxyphenylacetate	Amino_Acid	HMDB0000020	http://share.sph.umich.edu/metsim_metabqtl/C144_primary_mac5.epacts.gz
C1442	beta-hydroxyisovalerate	Amino_Acid	HMDB0000754	http://share.sph.umich.edu/metsim_metabqtl/C1442_primary_mac5.epacts.gz
C1518	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	HMDB0004949	http://share.sph.umich.edu/metsim_metabqtl/C1518_primary_mac5.epacts.gz
C1526	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	Lipid	HMDB0008927	http://share.sph.umich.edu/metsim_metabqtl/C1526_primary_mac5.epacts.gz
C1528	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	Lipid	HMDB0009784	http://share.sph.umich.edu/metsim_metabqtl/C1528_primary_mac5.epacts.gz
C1537	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	Lipid	HMDB0007973	http://share.sph.umich.edu/metsim_metabqtl/C1537_primary_mac5.epacts.gz
C1538	stearoyl sphingomyelin (d18:1/18:0)	Lipid	HMDB0001348	http://share.sph.umich.edu/metsim_metabqtl/C1538_primary_mac5.epacts.gz
C1539	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	Lipid	HMDB0008927	http://share.sph.umich.edu/metsim_metabqtl/C1539_primary_mac5.epacts.gz
C1547	N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	HMDB0004950	http://share.sph.umich.edu/metsim_metabqtl/C1547_primary_mac5.epacts.gz
C158	5,6-dihydrothymine	Nucleotide	HMDB0000079	http://share.sph.umich.edu/metsim_metabqtl/C158_primary_mac5.epacts.gz
C1628	glycochenodeoxycholate	Lipid	HMDB0000637	http://share.sph.umich.edu/metsim_metabqtl/C1628_primary_mac5.epacts.gz
C1629	taurochenodeoxycholate	Lipid	HMDB0000951	http://share.sph.umich.edu/metsim_metabqtl/C1629_primary_mac5.epacts.gz
C1648	taurocholate	Lipid	HMDB0000036	http://share.sph.umich.edu/metsim_metabqtl/C1648_primary_mac5.epacts.gz
C1668	taurodeoxycholate	Lipid	HMDB0000896	http://share.sph.umich.edu/metsim_metabqtl/C1668_primary_mac5.epacts.gz
C171	hypoxanthine	Nucleotide	HMDB0000157	http://share.sph.umich.edu/metsim_metabqtl/C171_primary_mac5.epacts.gz
C179	9,10-DiHOME	Lipid	HMDB0004704	http://share.sph.umich.edu/metsim_metabqtl/C179_primary_mac5.epacts.gz
C180	linoleate (18:2n6)	Lipid	HMDB0000673	http://share.sph.umich.edu/metsim_metabqtl/C180_primary_mac5.epacts.gz
C181	laurate (12:0)	Lipid	HMDB0000638	http://share.sph.umich.edu/metsim_metabqtl/C181_primary_mac5.epacts.gz
C182	quinolinate	Cofactors_and_Vitamins	HMDB0000232	http://share.sph.umich.edu/metsim_metabqtl/C182_primary_mac5.epacts.gz
C1869	2-hydroxyhippurate (salicylurate)	Xenobiotics	HMDB0000840	http://share.sph.umich.edu/metsim_metabqtl/C1869_primary_mac5.epacts.gz
C189	N6,N6,N6-trimethyllysine	Amino_Acid	HMDB0001325	http://share.sph.umich.edu/metsim_metabqtl/C189_primary_mac5.epacts.gz
C192	N-acetylputrescine	Amino_Acid	HMDB0002064	http://share.sph.umich.edu/metsim_metabqtl/C192_primary_mac5.epacts.gz
C194	N-formylmethionine	Amino_Acid	HMDB0001015	http://share.sph.umich.edu/metsim_metabqtl/C194_primary_mac5.epacts.gz
C197	S-adenosylhomocysteine (SAH)	Amino_Acid	HMDB0000939	http://share.sph.umich.edu/metsim_metabqtl/C197_primary_mac5.epacts.gz
C2029	azelate (C9-DC)	Lipid	HMDB0000784	http://share.sph.umich.edu/metsim_metabqtl/C2029_primary_mac5.epacts.gz
C2049	4-acetaminophen sulfate	Xenobiotics	HMDB0059911	http://share.sph.umich.edu/metsim_metabqtl/C2049_primary_mac5.epacts.gz
C2050	eicosapentaenoate (EPA; 20:5n3)	Lipid	HMDB0001999	http://share.sph.umich.edu/metsim_metabqtl/C2050_primary_mac5.epacts.gz
C2051	methylsuccinate	Amino_Acid	HMDB0001844	http://share.sph.umich.edu/metsim_metabqtl/C2051_primary_mac5.epacts.gz
C2054	ethylmalonate	Amino_Acid	HMDB0000622	http://share.sph.umich.edu/metsim_metabqtl/C2054_primary_mac5.epacts.gz
C207	adenosine 3',5'-cyclic monophosphate (cAMP)	Nucleotide	HMDB0000058	http://share.sph.umich.edu/metsim_metabqtl/C207_primary_mac5.epacts.gz
C208	adenosine 5'-diphosphate (ADP)	Nucleotide	HMDB0001341	http://share.sph.umich.edu/metsim_metabqtl/C208_primary_mac5.epacts.gz
C209	adenosine 5'-monophosphate (AMP)	Nucleotide	HMDB0000045	http://share.sph.umich.edu/metsim_metabqtl/C209_primary_mac5.epacts.gz
C212	5-methylthioadenosine (MTA)	Amino_Acid	HMDB0001173	http://share.sph.umich.edu/metsim_metabqtl/C212_primary_mac5.epacts.gz
C213	N6-methyladenosine	Nucleotide	HMDB0004044	http://share.sph.umich.edu/metsim_metabqtl/C213_primary_mac5.epacts.gz
C215	adenosine 5'-diphosphoribose (ADP-ribose)	Cofactors_and_Vitamins	HMDB0001178	http://share.sph.umich.edu/metsim_metabqtl/C215_primary_mac5.epacts.gz
C229	arachidonate (20:4n6)	Lipid	HMDB0001043	http://share.sph.umich.edu/metsim_metabqtl/C229_primary_mac5.epacts.gz
C231	arginine	Amino_Acid	HMDB0000517	http://share.sph.umich.edu/metsim_metabqtl/C231_primary_mac5.epacts.gz
C232	argininosuccinate	Amino_Acid	HMDB0000052	http://share.sph.umich.edu/metsim_metabqtl/C232_primary_mac5.epacts.gz
C234	aspartate	Amino_Acid	HMDB0000191	http://share.sph.umich.edu/metsim_metabqtl/C234_primary_mac5.epacts.gz
C235	2-hydroxyphenylacetate	Amino_Acid	HMDB0000669	http://share.sph.umich.edu/metsim_metabqtl/C235_primary_mac5.epacts.gz
C240	3-(4-hydroxyphenyl)lactate	Amino_Acid	HMDB0000755	http://share.sph.umich.edu/metsim_metabqtl/C240_primary_mac5.epacts.gz
C241	phenylpyruvate	Amino_Acid	HMDB0000205	http://share.sph.umich.edu/metsim_metabqtl/C241_primary_mac5.epacts.gz
C244	beta-alanine	Nucleotide	HMDB0000056	http://share.sph.umich.edu/metsim_metabqtl/C244_primary_mac5.epacts.gz
C250	biliverdin	Cofactors_and_Vitamins	HMDB0001008	http://share.sph.umich.edu/metsim_metabqtl/C250_primary_mac5.epacts.gz
C252	succinate	Energy	HMDB0000254	http://share.sph.umich.edu/metsim_metabqtl/C252_primary_mac5.epacts.gz
C254	3-hydroxybutyrate (BHBA)	Lipid	HMDB0000357	http://share.sph.umich.edu/metsim_metabqtl/C254_primary_mac5.epacts.gz
C266	cholesterol	Lipid	HMDB0000067	http://share.sph.umich.edu/metsim_metabqtl/C266_primary_mac5.epacts.gz
