phenocode	name	category	num_cases	num_controls	num_gw_significant
L12_ERYT_INTERTRIG	Erythema intertrigo	Diseases of the skin and subcutaneous tissue (L12_)	471	306909	0
L12_EXFOLIATIVE	Exfoliative dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	269	306909	0
L12_FACTITIALDERMAT	Factitial dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	127	321903	0
L12_FOLICULAROTH	Other follicular disorders	Diseases of the skin and subcutaneous tissue (L12_)	1633	328747	0
L12_FOLLICULARCYST	Follicular cysts of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	4781	328747	10
L12_FOLLICULARNAS	Other and unspecified follicular disorders	Diseases of the skin and subcutaneous tissue (L12_)	829	328747	1
L12_FOODDERMAT	Dermatitis due to ingested food	Diseases of the skin and subcutaneous tissue (L12_)	864	306909	0
L12_FOREIGNBODYGRANULOMA	Foreign body granuloma of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	80	321903	0
L12_GRANUANNU	Granuloma annulare	Diseases of the skin and subcutaneous tissue (L12_)	311	321903	3
L12_GRANULOMATOUSSKIN	Granulomatous disorders of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	602	321903	2
L12_HAIRCOLOUR	Hair colour and hair shaft abnormalities	Diseases of the skin and subcutaneous tissue (L12_)	96	328747	0
L12_HAIRLOSSNONSCAR	Other nonscarring hair loss	Diseases of the skin and subcutaneous tissue (L12_)	163	328747	1
L12_HAIRLOSSSCAR	Cicatricial alopecia [scarring hair loss]	Diseases of the skin and subcutaneous tissue (L12_)	161	328747	0
L12_HAIRLOSS_NONSCARNAS	Other and unspecified nonscarring hair loss	Diseases of the skin and subcutaneous tissue (L12_)	119	328747	0
L12_HIDRADENITISSUP	Hidradenitis suppurativa	Diseases of the skin and subcutaneous tissue (L12_)	800	328747	3
L12_HIRSUTISM	Hirsutism	Diseases of the skin and subcutaneous tissue (L12_)	400	328747	3
L12_HYPERTROPHICNAS	Other and unspecified hypertrophic disorders of skin	Diseases of the skin and subcutaneous tissue (L12_)	120	321903	0
L12_HYPETROPHICSCAR	Hypertrophic scar	Diseases of the skin and subcutaneous tissue (L12_)	1294	321903	9
L12_IMPETIGO	Impetigo	Diseases of the skin and subcutaneous tissue (L12_)	1054	324010	0
L12_INFECT_DERM	Infective dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	2970	306909	1
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	18489	324010	1
L12_INFECT_SKIN_OTHER	Other local infections of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	2384	324010	0
L12_INTERNALSUBSTANCEDERM	Dermatitis due to substances taken internally	Diseases of the skin and subcutaneous tissue (L12_)	2195	306909	1
L12_LICHENPLANUS	Lichen planus	Diseases of the skin and subcutaneous tissue (L12_)	3141	330975	6
L12_LICHENPLANUS_INCLAVO	Lichen planus, including avohilmo	Diseases of the skin and subcutaneous tissue (L12_)	4343	338156	6
L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	Diseases of the skin and subcutaneous tissue (L12_)	1984	321903	2
L12_LICHENSIMPLEX	Lichen simplex chronicus	Diseases of the skin and subcutaneous tissue (L12_)	772	306909	0
L12_LICHSIMPANDPRURIGO	Lichen simplex chronicus and prurigo	Diseases of the skin and subcutaneous tissue (L12_)	1454	306909	1
L12_LOCALDCONNECTISSUEOTH	Other localized connective tissue disorders	Diseases of the skin and subcutaneous tissue (L12_)	414	321903	2
L12_LOCALSCLERODERMA	Localized scleroderma [morphea]	Diseases of the skin and subcutaneous tissue (L12_)	305	321903	1
L12_LUPUS	Lupus erythematosus	Diseases of the skin and subcutaneous tissue (L12_)	569	321903	4
L12_LYMPHADENITIS	Acute lymphadenitis	Diseases of the skin and subcutaneous tissue (L12_)	1615	324010	0
L12_NAILDIS	Nail disorders	Diseases of the skin and subcutaneous tissue (L12_)	1956	328747	0
L12_NAILNAS	Other and unspecified nail disorders	Diseases of the skin and subcutaneous tissue (L12_)	379	328747	0
L12_NAIL_DYSTROPHY	Nail dystrophy	Diseases of the skin and subcutaneous tissue (L12_)	144	328747	0
L12_NAIL_INGROW	Ingrowing nail	Diseases of the skin and subcutaneous tissue (L12_)	1305	328747	1
L12_NAIL_LYSIS	Onycholysis	Diseases of the skin and subcutaneous tissue (L12_)	127	328747	0
L12_NECROLIPOIDIC	Necrobiosis lipoidica, not elsewhere classified	Diseases of the skin and subcutaneous tissue (L12_)	143	321903	1
L12_NONIONRADISKINNAS	Other and unspecified skin changes due to chronic exposure to nonionizing radiation	Diseases of the skin and subcutaneous tissue (L12_)	317	331962	1
L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation	Diseases of the skin and subcutaneous tissue (L12_)	884	331962	2
L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation	Diseases of the skin and subcutaneous tissue (L12_)	660	331962	2
L12_OTHERBULL	Other and unspecified bullous disorders	Diseases of the skin and subcutaneous tissue (L12_)	208	341188	0
L12_OTHERCONTACT	Other contact dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	2228	306909	1
L12_OTHERDISSKINANDSUBCUTIS	Other disorders of skin and subcutaneous tissue, not elsewhere classified	Diseases of the skin and subcutaneous tissue (L12_)	3854	321903	0
L12_OTHERINFILTRATIVESKIN	Other infiltrative disorders of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	101	321903	0
L12_OTHERMELANIN	Other melanin hyperpigmentation	Diseases of the skin and subcutaneous tissue (L12_)	448	321903	0
L12_OTHERSKINSUBCUTIS	Other disorders of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	20596	321903	3
L12_OTHPIGMENTATION	Other disorders of pigmentation	Diseases of the skin and subcutaneous tissue (L12_)	955	321903	1
L12_PAPULOSQUAMOUS	Papulosquamous disorders	Diseases of the skin and subcutaneous tissue (L12_)	11524	330975	26
L12_PAPULOSQUAOTH	Other papulosquamous disorders	Diseases of the skin and subcutaneous tissue (L12_)	234	330975	0
L12_PAPULOSQUONAS	Other and unspecified papulosquamous disorders	Diseases of the skin and subcutaneous tissue (L12_)	123	330975	1
L12_PARAPSORI	Parapsoriasis	Diseases of the skin and subcutaneous tissue (L12_)	425	330975	0
L12_PARAPSO_PITYLICHCHRON	Pityriasis lichenoides chronica	Diseases of the skin and subcutaneous tissue (L12_)	93	330975	0
L12_PARAPSO_RETIFORM	Other and unspecified parapsoriasis	Diseases of the skin and subcutaneous tissue (L12_)	98	330975	2
L12_PEMPHIGOID_BULL	Bullous pemphigoid	Diseases of the skin and subcutaneous tissue (L12_)	438	341188	1
L12_PEMPHIGOID_NAS	Other and unspecified pemphigoid	Diseases of the skin and subcutaneous tissue (L12_)	150	341188	1
L12_PEMPHIGUS	Pemphigus	Diseases of the skin and subcutaneous tissue (L12_)	142	341188	0
L12_PERIORALDERM	Perioral dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	388	328747	0
L12_PIGMENTNAS	Other and unspecified disorders of pigmentation	Diseases of the skin and subcutaneous tissue (L12_)	162	321903	0
L12_PIGPURPDERM	Pigmented purpuric dermatosis	Diseases of the skin and subcutaneous tissue (L12_)	213	321903	0
L12_PILONIDALCYST	Pilonidal cyst	Diseases of the skin and subcutaneous tissue (L12_)	2414	324010	3
L12_PITYROCHEA	Pityriasis rosea	Diseases of the skin and subcutaneous tissue (L12_)	161	330975	0
L12_POLYMORPHLIGHTERUPT	Polymorphous light eruption	Diseases of the skin and subcutaneous tissue (L12_)	163	331962	0
L12_PRURIGONAS	Other  prurigo	Diseases of the skin and subcutaneous tissue (L12_)	245	306909	1
L12_PRURIGONOD	Prurigo nodularis	Diseases of the skin and subcutaneous tissue (L12_)	528	306909	0
L12_PRURITUS	Pruritus	Diseases of the skin and subcutaneous tissue (L12_)	2537	306909	0
L12_PSORIASIS	Psoriasis	Diseases of the skin and subcutaneous tissue (L12_)	8075	330975	32
L12_PSORI_ARTHRO	Arthropathic psoriasis	Diseases of the skin and subcutaneous tissue (L12_)	2912	330975	15
L12_PSORI_GUTTATE	Guttate psoriasis	Diseases of the skin and subcutaneous tissue (L12_)	300	330975	3
L12_PSORI_NAS	Other and unspecified psoriasis	Diseases of the skin and subcutaneous tissue (L12_)	1474	330975	6
L12_PSORI_PUSTGEN	Generalized pustular psoriasis	Diseases of the skin and subcutaneous tissue (L12_)	81	330975	0
L12_PSORI_PUSTUPALM	Pustulosis palmaris et plantaris	Diseases of the skin and subcutaneous tissue (L12_)	969	330975	2
L12_PSORI_VULG	Psoriasis vulgaris	Diseases of the skin and subcutaneous tissue (L12_)	5018	330975	22
L12_PYODERMA	Pyoderma	Diseases of the skin and subcutaneous tissue (L12_)	474	324010	0
L12_PYODERMAGANGRENOSUM	Pyoderma gangrenosum	Diseases of the skin and subcutaneous tissue (L12_)	127	321903	0
L12_PYOGENGRANUL	Pyogenic granuloma	Diseases of the skin and subcutaneous tissue (L12_)	360	321903	2
L12_RHINOPHYMA	Rhinophyma	Diseases of the skin and subcutaneous tissue (L12_)	116	328747	1
L12_ROSACEANAS	Other and unspecified rosacea	Diseases of the skin and subcutaneous tissue (L12_)	1883	328747	3
L12_SCARCONDITIONS	Scar conditions and fibrosis of skin	Diseases of the skin and subcutaneous tissue (L12_)	891	321903	0
L12_SEBORRHOEIC	Seborrhoeic dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	2279	306909	0
L12_SEBORRKERAT	Seborrhoeic keratosis	Diseases of the skin and subcutaneous tissue (L12_)	4681	321903	5
L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	1753	321903	2
L12_STRIAEATROPHICAE	Striae atrophicae	Diseases of the skin and subcutaneous tissue (L12_)	242	321903	0
L12_ULCERLOWLIMB	Ulcer of lower limb, not elsewhere classified	Diseases of the skin and subcutaneous tissue (L12_)	3232	321903	1
L12_URTICARIA	Urticaria	Diseases of the skin and subcutaneous tissue (L12_)	9008	331270	8
L12_URTICA_ALLERG	Allergic urticaria	Diseases of the skin and subcutaneous tissue (L12_)	2112	331270	2
L12_URTICA_CHOLINERG	Cholinergic urticaria	Diseases of the skin and subcutaneous tissue (L12_)	113	331270	0
L12_URTICA_COLDHEAT	Urticaria due to cold and heat	Diseases of the skin and subcutaneous tissue (L12_)	176	331270	0
L12_URTICA_DERTMATOG	Dermatographic urticaria	Diseases of the skin and subcutaneous tissue (L12_)	1660	331270	1
L12_URTICA_IDIOPAT	Idiopathic urticaria	Diseases of the skin and subcutaneous tissue (L12_)	450	331270	0
L12_URTICA_NAS	Other and unspecified urticaria	Diseases of the skin and subcutaneous tissue (L12_)	5662	331270	7
L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	Diseases of the skin and subcutaneous tissue (L12_)	526	321903	0
L12_VITILIGO	Vitiligo	Diseases of the skin and subcutaneous tissue (L12_)	223	321903	1
L12_XEROSCUT	Xerosis cutis	Diseases of the skin and subcutaneous tissue (L12_)	269	321903	5
LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM	Localized skin eruption due to drugs and medicaments	Diseases of the skin and subcutaneous tissue (L12_)	245	342254	1
M13_ABSCTENDON	Abscess of tendon sheath	Diseases of the musculoskeletal system and connective tissue (M13_)	130	253122	0
M13_ACHILLESTEND	Achilles tendinitis	Diseases of the musculoskeletal system and connective tissue (M13_)	2784	248831	0
M13_ADHCAPSULITIS	Adhesive capsulitis of shoulder	Diseases of the musculoskeletal system and connective tissue (M13_)	4901	253122	11
M13_ALGONEURO	Algoneurodystrophy	Diseases of the musculoskeletal system and connective tissue (M13_)	770	325717	2
M13_ANKLEFOOT	Other acquired deformities of ankle and foot	Diseases of the musculoskeletal system and connective tissue (M13_)	186	221323	0
M13_ANKYLOSISJOINT	Ankylosis of joint	Diseases of the musculoskeletal system and connective tissue (M13_)	133	221323	0
M13_ANKYLOSPON	Ankylosing spondylitis	Diseases of the musculoskeletal system and connective tissue (M13_)	2563	248831	20
M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition	Diseases of the musculoskeletal system and connective tissue (M13_)	1073	340124	14
M13_ARTHINOTH	Arthropathies in other diseases classified elsewhere	Diseases of the musculoskeletal system and connective tissue (M13_)	935	221323	3
M13_ARTHROPATHIES	Arthropathies	Diseases of the musculoskeletal system and connective tissue (M13_)	121176	221323	27
M13_ARTHROSIS	Arthrosis	Diseases of the musculoskeletal system and connective tissue (M13_)	64930	221323	70
M13_ARTHROSIS_INCLAVO	Artrosis, including avohilmo	Diseases of the musculoskeletal system and connective tissue (M13_)	84224	258275	56
M13_ARTHROSIS_KNEE	Gonarthrosis	Diseases of the musculoskeletal system and connective tissue (M13_)	39343	221323	68
M13_ARTHROSIS_KNEE_PRIM_KNEESURG	Gonarthrosis, primary, with knee surgery	Diseases of the musculoskeletal system and connective tissue (M13_)	16630	307190	41
M13_ARTHROSIS_OTH	Other arthrosis	Diseases of the musculoskeletal system and connective tissue (M13_)	18355	221323	3
M13_ARTHROSIS_POLY	Polyarthrosis	Diseases of the musculoskeletal system and connective tissue (M13_)	5329	221323	5
M13_ARTHTROSIS_COX	Coxarthrosis,	Diseases of the musculoskeletal system and connective tissue (M13_)	19461	221323	50
M13_ARTHTROSIS_COX_PRIM_HIPSURG	Coxarthrosis, primary, with hip surgery	Diseases of the musculoskeletal system and connective tissue (M13_)	13082	324963	26
M13_ARTHTROSIS_COX_PRIM_ICD10	Coxarthrosis, primary	Diseases of the musculoskeletal system and connective tissue (M13_)	17536	324963	29
M13_ATLOAXSUBLUX	Atlantoaxial subluxation	Diseases of the musculoskeletal system and connective tissue (M13_)	154	248831	0
M13_BAKERCYST	Synovial cyst of popliteal space [Baker]	Diseases of the musculoskeletal system and connective tissue (M13_)	1827	253122	0
M13_BICIPITALTEND	Bicipital tendinitis	Diseases of the musculoskeletal system and connective tissue (M13_)	1168	253122	0
M13_BIOMECHLESIO	Biomechanical lesions, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue (M13_)	972	339009	0
M13_BONECONTINUITY	Disorders of continuity of bone	Diseases of the musculoskeletal system and connective tissue (M13_)	2167	325717	0
M13_BONEDENSOTH	Other disorders of bone density and structure	Diseases of the musculoskeletal system and connective tissue (M13_)	596	325717	0
M13_BONEDISNAS	Other specified/unspecified disorders of  bone/cartilage	Diseases of the musculoskeletal system and connective tissue (M13_)	693	325717	1
M13_BURSCYSTOTH	Other bursal cyst	Diseases of the musculoskeletal system and connective tissue (M13_)	338	253122	0
M13_BURSELBOWOTH	Other bursitis of elbow	Diseases of the musculoskeletal system and connective tissue (M13_)	142	253122	0
M13_BURSITISHIPOTH	Other bursitis of hip	Diseases of the musculoskeletal system and connective tissue (M13_)	440	253122	0
M13_BURSITISKNEEOTH	Other bursitis of knee	Diseases of the musculoskeletal system and connective tissue (M13_)	302	253122	2
M13_BURSITISOTH	Other bursitis, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue (M13_)	250	253122	0
M13_BURSOPATHY	Other bursopathies	Diseases of the musculoskeletal system and connective tissue (M13_)	3499	253122	0
M13_CALCANSPUR	Calcaneal spur	Diseases of the musculoskeletal system and connective tissue (M13_)	271	253122	0
M13_CALCIFICTEND	Calcific tendinitis of shoulder	Diseases of the musculoskeletal system and connective tissue (M13_)	1462	253122	1
M13_CALCTENDINITIS	Calcific tendinitis	Diseases of the musculoskeletal system and connective tissue (M13_)	213	253122	0
M13_CARTILAGE	Other articular cartilage disorders	Diseases of the musculoskeletal system and connective tissue (M13_)	656	221323	1
M13_CERVICALGIA	Cervicalgia	Diseases of the musculoskeletal system and connective tissue (M13_)	5841	248831	1
M13_CERVICDISC	Cervical disc disorders	Diseases of the musculoskeletal system and connective tissue (M13_)	11981	248831	5
M13_CERVICOBRACHSDR	Cervicobrachial syndrome	Diseases of the musculoskeletal system and connective tissue (M13_)	6326	248831	0
M13_CERVICOCRANSDR	Cervicocranial syndrome	Diseases of the musculoskeletal system and connective tissue (M13_)	2689	248831	0
M13_CHONDROMALACIA	Chondromalacia	Diseases of the musculoskeletal system and connective tissue (M13_)	713	336699	2
M13_CHRONDROPATHIES	Chondropathies	Diseases of the musculoskeletal system and connective tissue (M13_)	4291	336699	0
M13_CHRONSYNOVITISHANDWRIST	Chronic crepitant synovitis/bursitis of hand and wrist/periarthritis of wrist	Diseases of the musculoskeletal system and connective tissue (M13_)	328	253122	0
M13_CHURGSTRAUSS	Polyarteritis with lung involvement [Churg-Strauss]/EGPA	Diseases of the musculoskeletal system and connective tissue (M13_)	89	332115	0
M13_CLAWCLUBHANDFOOT	Acquired clawhand, clubhand, clawfoot and clubfoot	Diseases of the musculoskeletal system and connective tissue (M13_)	117	221323	0
M13_CONNECTNAS	Other specified/unspecified systemic involvement of connective tissue	Diseases of the musculoskeletal system and connective tissue (M13_)	1504	332115	5
M13_CONTRACTUREJOINT	Contracture of joint	Diseases of the musculoskeletal system and connective tissue (M13_)	297	221323	0
M13_CRYSTALARTH	Other crystal arthropathies	Diseases of the musculoskeletal system and connective tissue (M13_)	385	221323	2
M13_DEFORMACQ	Other acquired deformities of musculoskeletal system and connective tissue	Diseases of the musculoskeletal system and connective tissue (M13_)	1104	339009	0
M13_DEFORMDORSO	Deforming dorsopathies	Diseases of the musculoskeletal system and connective tissue (M13_)	8518	248831	4
M13_DEFORMDORSONAS	Other specified/unspecified deforming dorsopathies	Diseases of the musculoskeletal system and connective tissue (M13_)	486	248831	0
M13_DEQUERVAIN	Radial styloid tenosynovitis [de Quervain]	Diseases of the musculoskeletal system and connective tissue (M13_)	1330	253122	0
M13_DERMATOMYOTH	Other dermatomyositis	Diseases of the musculoskeletal system and connective tissue (M13_)	126	332115	0
